Agent, Computer Name, Duration of Call, LOB, Message,
avanegas,ausrca0098,20 min,cafe,Insight notifications
avanegas,ausrca0098,12 min,cafe,3011 Ground Rates missing
mfernandez,auswidf1060,10 min,cafe,web form
avanegas,ausrca0098,9 min,cafe,3011 Ground Rates missing
mdiaz,auswidf1d95,8 min,cafe,ground rates
mfernandez,auswidf1060,8 min,cafe,cic request
mdiaz,auswidf1d95,8 min,cafe,ground rates
mfernandez,auswidf1060,7 min,cafe,demand download
mfernandez,auswidf1060,5 min,cafe,demand download
